student name,student id,student sis id,assessment title,assessment id,assessment type,submission date,submission score,learning outcome name,learning outcome id,attempt,outcome score,assessment question,assessment question id,course name,course id,course sis id,section name,section id,section sis id,assignment url,learning outcome friendly name,learning outcome points possible,learning outcome mastery score,learning outcome mastered,learning outcome rating,learning outcome rating points,account id,account name,enrollment state
,5010,,CAP paper 1 Prompt / Dropbox,480772,assignment,2022-09-11T14:25:19-06:00,42,GE_CF4_U1516 Christian Formation 4,637,1,2,,,ETHICS FA2022_PHIL2020_1U,30102,FA2022_PHIL2020_1U,ETHICS FA2022_PHIL2020_1U,27833,,https://nnu.instructure.com/courses/30102/assignments/480772,,3,2,1,Target: Construct a cogent inductive or sound deductive argument where premises support the conclusion.  The argument should also avoid obvious fallacies of formal and informal logic.,2,322,Religion_CMO,active
,5010,,CAP paper 2 Prompt / Dropbox,480773,assignment,2022-09-16T10:46:01-06:00,38,GE_CF4_U1516 Christian Formation 4,637,1,1,,,ETHICS FA2022_PHIL2020_1U,30102,FA2022_PHIL2020_1U,ETHICS FA2022_PHIL2020_1U,27833,,https://nnu.instructure.com/courses/30102/assignments/480773,,3,2,0,Minimum: Construct an inductive or deductive argument demonstrating a basic understanding of how the premises should support the conclusion.,1,322,Religion_CMO,active
,5010,,CAP paper 4 Prompt / Dropbox,480775,assignment,2022-09-29T15:05:44-06:00,37.5,GE_CF4_U1516 Christian Formation 4,637,1,1,,,ETHICS FA2022_PHIL2020_1U,30102,FA2022_PHIL2020_1U,ETHICS FA2022_PHIL2020_1U,27833,,https://nnu.instructure.com/courses/30102/assignments/480775,,3,2,0,Minimum: Construct an inductive or deductive argument demonstrating a basic understanding of how the premises should support the conclusion.,1,322,Religion_CMO,active
,7652,,CAP paper 1 Prompt / Dropbox,480772,assignment,2022-09-10T19:13:42-06:00,33,GE_CF4_U1516 Christian Formation 4,637,2,1,,,ETHICS FA2022_PHIL2020_1U,30102,FA2022_PHIL2020_1U,ETHICS FA2022_PHIL2020_1U,27833,,https://nnu.instructure.com/courses/30102/assignments/480772,,3,2,0,Minimum: Construct an inductive or deductive argument demonstrating a basic understanding of how the premises should support the conclusion.,1,322,Religion_CMO,active
,7652,,CAP paper 2 Prompt / Dropbox,480773,assignment,2022-09-18T19:32:21-06:00,36,GE_CF4_U1516 Christian Formation 4,637,3,0,,,ETHICS FA2022_PHIL2020_1U,30102,FA2022_PHIL2020_1U,ETHICS FA2022_PHIL2020_1U,27833,,https://nnu.instructure.com/courses/30102/assignments/480773,,3,2,0,Outcome not met.,0,322,Religion_CMO,active
,7652,,CAP paper 4 Prompt / Dropbox,480775,assignment,2022-10-09T13:47:17-06:00,42,GE_CF4_U1516 Christian Formation 4,637,2,1,,,ETHICS FA2022_PHIL2020_1U,30102,FA2022_PHIL2020_1U,ETHICS FA2022_PHIL2020_1U,27833,,https://nnu.instructure.com/courses/30102/assignments/480775,,3,2,0,Minimum: Construct an inductive or deductive argument demonstrating a basic understanding of how the premises should support the conclusion.,1,322,Religion_CMO,active
,16229,,CAP paper 1 Prompt / Dropbox,480772,assignment,2022-09-09T13:53:37-06:00,41,GE_CF4_U1516 Christian Formation 4,637,1,2,,,ETHICS FA2022_PHIL2020_1U,30102,FA2022_PHIL2020_1U,ETHICS FA2022_PHIL2020_1U,27833,,https://nnu.instructure.com/courses/30102/assignments/480772,,3,2,1,Target: Construct a cogent inductive or sound deductive argument where premises support the conclusion.  The argument should also avoid obvious fallacies of formal and informal logic.,2,322,Religion_CMO,active
,22092,,CAP paper 1 Prompt / Dropbox,480772,assignment,2022-09-11T23:06:06-06:00,47,GE_CF4_U1516 Christian Formation 4,637,1,3,,,ETHICS FA2022_PHIL2020_1U,30102,FA2022_PHIL2020_1U,ETHICS FA2022_PHIL2020_1U,27833,,https://nnu.instructure.com/courses/30102/assignments/480772,,3,2,1,Exemplary: Construct a cogent inductive or sound deductive argument where premises strongly support the conclusion.  The argument should also avoid all fallacies of formal and informal logic.,3,322,Religion_CMO,active
,22092,,CAP paper 2 Prompt / Dropbox,480773,assignment,2022-09-18T22:04:48-06:00,43,GE_CF4_U1516 Christian Formation 4,637,1,2,,,ETHICS FA2022_PHIL2020_1U,30102,FA2022_PHIL2020_1U,ETHICS FA2022_PHIL2020_1U,27833,,https://nnu.instructure.com/courses/30102/assignments/480773,,3,2,1,Target: Construct a cogent inductive or sound deductive argument where premises support the conclusion.  The argument should also avoid obvious fallacies of formal and informal logic.,2,322,Religion_CMO,active
,22092,,CAP paper 4 Prompt / Dropbox,480775,assignment,2022-10-09T22:56:55-06:00,42.5,GE_CF4_U1516 Christian Formation 4,637,1,1,,,ETHICS FA2022_PHIL2020_1U,30102,FA2022_PHIL2020_1U,ETHICS FA2022_PHIL2020_1U,27833,,https://nnu.instructure.com/courses/30102/assignments/480775,,3,2,0,Minimum: Construct an inductive or deductive argument demonstrating a basic understanding of how the premises should support the conclusion.,1,322,Religion_CMO,active
,22852,,CAP paper 1 Prompt / Dropbox,480772,assignment,2022-09-11T20:59:12-06:00,42,GE_CF4_U1516 Christian Formation 4,637,1,2,,,ETHICS FA2022_PHIL2020_1U,30102,FA2022_PHIL2020_1U,ETHICS FA2022_PHIL2020_1U,27833,,https://nnu.instructure.com/courses/30102/assignments/480772,,3,2,1,Target: Construct a cogent inductive or sound deductive argument where premises support the conclusion.  The argument should also avoid obvious fallacies of formal and informal logic.,2,322,Religion_CMO,active
,22852,,CAP paper 2 Prompt / Dropbox,480773,assignment,2022-09-18T21:11:24-06:00,42,GE_CF4_U1516 Christian Formation 4,637,1,1,,,ETHICS FA2022_PHIL2020_1U,30102,FA2022_PHIL2020_1U,ETHICS FA2022_PHIL2020_1U,27833,,https://nnu.instructure.com/courses/30102/assignments/480773,,3,2,0,Minimum: Construct an inductive or deductive argument demonstrating a basic understanding of how the premises should support the conclusion.,1,322,Religion_CMO,active
,22852,,CAP paper 4 Prompt / Dropbox,480775,assignment,2022-10-09T22:37:31-06:00,45,GE_CF4_U1516 Christian Formation 4,637,1,2,,,ETHICS FA2022_PHIL2020_1U,30102,FA2022_PHIL2020_1U,ETHICS FA2022_PHIL2020_1U,27833,,https://nnu.instructure.com/courses/30102/assignments/480775,,3,2,1,Target: Construct a cogent inductive or sound deductive argument where premises support the conclusion.  The argument should also avoid obvious fallacies of formal and informal logic.,2,322,Religion_CMO,active
,23026,,CAP paper 1 Prompt / Dropbox,480772,assignment,2022-09-11T21:16:48-06:00,39,GE_CF4_U1516 Christian Formation 4,637,1,1,,,ETHICS FA2022_PHIL2020_1U,30102,FA2022_PHIL2020_1U,ETHICS FA2022_PHIL2020_1U,27833,,https://nnu.instructure.com/courses/30102/assignments/480772,,3,2,0,Minimum: Construct an inductive or deductive argument demonstrating a basic understanding of how the premises should support the conclusion.,1,322,Religion_CMO,active
